name
"摆渡人,解忧杂货店,恰到好处的幸福,将来的你 ,一定会感谢现在拼命的自己（百万级畅销书，张艺兴感动阅读） (人生需要正能量-必读励志书系列),我们仨,最好的告别：关于衰老与死亡，你必须知道的常识 (亚马逊年度好书、《纽约时报》畅销书!),自控力(斯坦福大学很受欢迎的心理学课程),情商:改变孩子一生的能量书(畅销书珍藏版),追风筝的人,我和厄尔以及将死的女孩（《纽约时报》排行榜畅销书！关于友谊、欢笑、疗愈、死亡，关于迷茫的青春与热烈的梦想，妙趣横生的小清新青春小说，被称为“下一个世代的《麦田里的守望者》”。,沉默的告白（英国当红畅销书女作家罗莎蒙德•勒普顿最新长篇小说，长期称霸英国畅销榜TOP10。阿拉斯加荒原上，一场以生命为代价的冒险和救赎！）,白夜行:东野圭吾作品02,天才在左疯子在右(完整版),看见,百年孤独(根据马尔克斯指定版本翻译,未做任何增删),刘慈欣少年科幻科学小说系列(你的想象就是全宇宙！) (神秘岛),偷影子的人(附""青春初吻""纪念明信片),爱是一种选择,月族：暗月之影（《纽约时报》《今日美国》畅销书排行榜第1名，在榜长达30周！亚马逊年度最佳图书、美国亚马逊青年图书畅销榜连续三年超180周销售冠军！）,无声告白,余罪：我的刑侦笔记3（同名网剧点击量破40亿！小说剧情完爆网剧！现象级畅销书！畅销突破100万册！粉丝熬夜追读！手太狠！一个传奇警察和毒贩、悍匪、黑道大佬的交锋实录！张一山、马伯庸、小桥老树、蔡骏、周浩晖、孔二狗狂热推荐...,这么慢,那么美,岛上书店,荒漠甘泉中英对照本"
